id,composition_id,o.sxx,o.syy,o.szz,o.sxy,o.syz,o.szx
3638,Al1,-3.23427,-3.23427,-3.23427,0.0,0.0,0.0
4363,Al1 Ti1,-1.21962,-1.21962,5.16457,0.0,0.0,0.0
4664,Al1 Dy1,-0.06068,-0.06068,-0.06068,0.0,0.0,0.0
5039,Al1 Ir1,-3.22135,-3.22135,-3.22135,0.0,0.0,0.0
5216,Al1 Tb1,0.69499,0.69499,0.69499,0.0,0.0,0.0
5267,Al1 Mn1,13.75706,13.75706,-5.2673,0.0,0.0,0.0
5317,Al1 Nd1,0.4381,0.4381,0.4381,0.0,0.0,0.0
5368,Al1 Bi1,3.95891,3.95891,3.95891,0.0,0.0,0.0
5390,Al1 P1,2.2481,2.2481,2.2481,0.0,0.0,0.0
5418,Al1 Ru1,-3.27472,-3.27472,-3.27472,0.0,0.0,0.0
5449,Al1 Ti1,-0.98914,-0.98914,4.53401,0.0,0.0,0.0
5509,Al1 Ni1,5.53786,5.53786,5.53786,0.0,0.0,0.0
5551,Al1 O1,38.62793,38.62793,38.62793,0.0,0.0,0.0
5789,Al1 Os1,4.44547,4.44547,4.44547,0.0,0.0,0.0
5792,Al1 Pd1,16.11766,16.11766,16.11766,0.0,0.0,0.0
5873,Al1 Sm1,-0.79725,-0.79725,-0.79725,0.0,0.0,0.0
6030,Al1 Pr1,-0.13357,-0.13357,-0.13357,0.0,0.0,0.0
6032,Al1 Pt1,-4.04188,-4.04188,-4.04188,0.0,0.0,0.0
6239,Al1 Sc1,4.23019,4.23019,4.23019,0.0,0.0,0.0
6242,Al1 Rh1,5.812,5.812,5.812,0.0,0.0,0.0
6262,Al1 Sb1,0.54137,0.54137,0.54137,0.0,0.0,0.0
6332,Al1 Re1,5.42949,5.42949,5.42949,0.0,0.0,0.0
6582,Al1 Mn1,13.63635,13.63635,-5.28823,0.0,0.0,0.0
6649,Al1 Gd1,0.14222,0.14222,0.14222,0.0,0.0,0.0
6660,Al1 As1,1.16264,1.16264,1.16264,0.0,0.0,0.0
6710,Al1 Y1,2.479,2.479,2.479,0.0,0.0,0.0
6808,Al1 Sn1,7.12116,7.139,-2.00445,0.0,0.0,0.0
7041,Al1 Au1,2.38383,2.38383,2.38383,0.0,0.0,0.0
7257,Al1 Ce1,0.35955,0.35955,0.35955,0.0,0.0,0.0
7262,Al1 Cr2,-3.13919,-3.13919,0.24668,0.0,0.0,0.0
7320,Al1 Fe1,10.81082,10.81082,10.81082,0.0,0.0,0.0
7566,Al1 B2,13.53526,13.53442,12.0449,-0.00073,0.0,0.0
7698,Al1 Tc2,6.00886,6.00886,11.45744,0.0,0.0,0.0
7707,Al2 Cu1,54.20244,54.20244,65.58456,0.0,0.0,0.0
7931,Al2 Os1,2.98675,2.98675,3.933,0.0,0.0,0.0
7991,Al2 Ru1,-1.78949,-1.78949,-0.42975,0.0,0.0,0.0
8020,Al2 Th1,0.53144,0.52544,-1.19577,-0.0052,0.0,0.0
8163,Al2 Pt1,2.91897,2.91897,2.91897,0.0,0.0,0.0
8193,Al1 Ge1 Li1,0.71731,0.71731,0.71731,0.0,0.0,0.0
8281,Al1 Ca1 Si1,2.66932,2.64889,2.73657,0.0,0.0,0.0
8306,Al1 Re2,7.54746,7.54746,2.85801,0.0,0.0,0.0
8395,Al2 Pd1,8.27593,8.27593,8.27593,0.0,0.0,0.0
8445,Al1 Si1 Sr1,0.12104,0.30535,0.85723,0.0,0.0,0.0
8543,Al1 Ba1 Si1,2.73372,2.94493,2.36175,0.0,0.0,0.0
8545,Al1 B1 Be1,4.57348,4.57348,4.57348,0.0,0.0,0.0
8563,Al1 Ge1 Sr1,1.06942,1.13989,1.81761,0.0,0.0,0.0
8588,Al2 O1,23.43789,23.43789,23.43789,0.0,0.0,0.0
8597,Al2 Au1,9.25691,9.25691,9.25691,0.0,0.0,0.0
8619,Al1 Ba1 Ge1,-2.21568,-2.20442,-0.07613,0.0,0.0,0.0
8704,Al1 Au2,9.55092,9.55092,11.68699,0.0,0.0,0.0
8950,Al1 Cu3,29.13149,29.13149,29.13149,0.0,0.0,0.0
8976,Al1 Li2 Pd1,17.55483,17.55483,17.55483,0.0,0.0,0.0
9151,Al1 Cr1 Cu2,22.31065,22.31065,22.31065,0.0,0.0,0.0
9154,Al2 Li1 Pd1,12.4354,12.4354,12.4354,0.0,0.0,0.0
9176,Al1 Ni3,21.87477,21.87477,21.87477,0.0,0.0,0.0
9181,Al1 Li2 Pt1,11.00869,11.00869,11.00869,0.0,0.0,0.0
9190,Al1 Li2 Rh1,7.84272,7.84272,7.84272,0.0,0.0,0.0
9429,Al1 Cr1 Ni2,30.59914,30.59914,30.59914,0.0,0.0,0.0
9444,Al1 Cu1 O2,38.54992,39.69695,39.74589,-0.30624,-0.04609,-0.18419
9446,Al1 Cu2 Hf1,19.13501,19.13501,19.13501,0.0,0.0,0.0
9457,Al1 Cu2 Mn1,17.13108,17.13108,17.13108,0.0,0.0,0.0
9469,Al1 Cu2 Sc1,19.51743,19.51743,19.51743,0.0,0.0,0.0
9477,Al1 Cu2 Ti1,14.85255,14.85255,14.85255,0.0,0.0,0.0
9493,Al1 Cu2 Zr1,16.39828,16.39828,16.39828,0.0,0.0,0.0
9495,Al2 Li1 Pt1,7.63635,7.63635,7.63635,0.0,0.0,0.0
9498,Al2 Li1 Rh1,8.34348,8.34348,8.34348,0.0,0.0,0.0
9509,Al3 Dy1,0.54918,0.54918,0.54918,0.0,0.0,0.0
9520,Al1 Nb1 Ru2,3.23919,3.23919,3.23919,0.0,0.0,0.0
9545,Al3 Zr1,1.1706,1.1706,1.1706,0.0,0.0,0.0
9922,Al1 Ce3,0.76462,0.76462,0.76462,0.0,0.0,0.0
9925,Al1 Li1,11.92283,11.92283,11.92283,0.0,0.0,0.0
9927,Al3 Ho1,0.45417,0.45417,0.45417,0.0,0.0,0.0
9991,Al3 Li1,7.8028,7.8028,7.8028,0.0,0.0,0.0
10033,Al1 Cr1 Fe2,-3.07205,-3.07205,-3.07205,0.0,0.0,0.0
10069,Ag2 Al1 Li1,12.21163,12.21163,12.21163,0.0,0.0,0.0
10075,Al1 Cu1 Pt2,4.98956,4.98956,4.92921,0.0,0.0,0.0
10081,Al3 Ti1,-0.87111,-0.87111,1.33289,0.0,0.0,0.0
10183,Al3 Dy1,0.95884,0.95884,0.85162,0.0,0.0,0.0
10191,Al3 Hf1,2.14205,2.14205,3.55839,0.0,0.0,0.0
10197,Al1 Fe3,17.57321,17.57321,17.57321,0.0,0.0,0.0
10198,Al1 Fe2 Mn1,21.36866,21.36866,21.36866,0.0,0.0,0.0
10234,Al1 Fe2 Ti1,1.13373,1.13373,1.13373,0.0,0.0,0.0
10242,Al3 Lu1,-0.11022,-0.11022,-0.11022,0.0,0.0,0.0
10274,Al1 Pt3,9.8353,9.8353,9.8353,0.0,0.0,0.0
10275,Al3 Sc1,3.95007,3.95007,3.95007,0.0,0.0,0.0
10312,Al1 Fe2 Mo1,9.87988,9.87988,9.87988,0.0,0.0,0.0
10355,Al1 Hf1 Pd2,18.29467,18.29467,18.29467,0.0,0.0,0.0
10409,Al3 V1,0.54899,0.54899,0.54899,0.0,0.0,0.0
10421,Al3 Np1,0.10658,0.10658,0.10658,0.0,0.0,0.0
10447,Al1 Hf1 Ni2,0.43999,0.43999,0.43999,0.0,0.0,0.0
10500,Al1 Fe2 V1,0.2734,0.2734,0.2734,0.0,0.0,0.0
10539,Al1 Na1 O2,1.28103,1.28103,1.08078,0.0,0.0,0.0
10640,Al1 Sc1,0.06171,0.18381,0.55349,0.0,0.0,0.0
10677,Al1 Fe2 Ni1,0.27212,0.27212,0.27212,0.0,0.0,0.0
10798,Al1 Hf1,0.15759,0.22479,0.24508,0.0,0.0,0.0
10806,Al1 Mn1 Ni2,0.38742,0.38742,0.38742,0.0,0.0,0.0
10827,Al1 Mn1 Pt2,0.15862,0.15862,0.15862,0.0,0.0,0.0
10831,Al1 Ni3,0.31765,0.31765,1.45643,0.0,0.0,0.0
10833,Al1 Mn1 Rh2,0.19425,0.19425,0.19425,0.0,0.0,0.0
10849,Al1 Pu3,0.43146,0.43146,0.24061,0.0,0.0,0.0
10868,Al3 Ta1,0.07239,0.07239,-0.03691,0.0,0.0,0.0
10898,Al1 As1,0.02658,0.024,-0.17838,0.0,0.0,0.0
10910,Al1 Ni2 Sc1,0.81203,0.81203,0.81203,0.0,0.0,0.0
10915,Al1 Ni2 Ta1,1.63662,1.63662,1.63662,0.0,0.0,0.0
10947,Al1 Ni2 Zr1,0.38506,0.38506,0.38506,0.0,0.0,0.0
10966,Al2 Ir1 Li1,0.15181,0.15181,0.15181,0.0,0.0,0.0
10970,Al1 Sm3,0.04886,0.04886,0.04886,0.0,0.0,0.0
10978,Al1 Ge1 H1 Sr1,0.27053,0.27061,0.25861,-7e-05,3e-05,5e-05
10984,Al3 Ti1,-0.00729,-0.00729,-0.00729,0.0,0.0,0.0
11035,Al1 Pd2 Sc1,0.87271,0.87271,0.87271,0.0,0.0,0.0
11041,Al1 Pd2 Zr1,0.87882,0.87882,0.87882,0.0,0.0,0.0
11059,Al1 Pr3,0.15899,0.15899,0.15899,0.0,0.0,0.0
11101,Al1 Ni1 Ti2,0.53937,0.53937,0.53937,0.0,0.0,0.0
11103,Al1 Ni2 Ti1,0.13644,0.13644,0.13644,0.0,0.0,0.0
11120,Al3 Pu1,0.21168,0.21168,0.21168,0.0,0.0,0.0
11332,Al3 Pr1,-0.00733,-0.00733,-0.00733,0.0,0.0,0.0
11449,Al1 P1,0.12985,0.13283,0.15166,0.0,0.0,0.0
11495,Al1 Tb3,-0.00456,-0.00456,-0.00456,0.0,0.0,0.0
11542,Al3 Tm1,0.01683,0.01683,0.01683,0.0,0.0,0.0
11571,Al3 U1,-0.51513,-0.51513,-0.51513,0.0,0.0,0.0
11610,Al1 N1,0.89145,0.88716,1.01503,0.0,0.0,0.0
11612,Al1 Li1,0.5178,0.5178,0.49538,0.0,0.0,0.0
11614,Al1 Li1 O2,1.201,1.201,1.12131,0.0,0.0,0.0
11615,Al1 Cu3,-0.1806,-0.1806,-0.1806,0.0,0.0,0.0
11685,Al1 As1,0.02041,0.02226,-0.01352,0.0,0.0,0.0
11690,Ag1 Al1 Li2,0.52521,0.52521,0.52521,0.0,0.0,0.0
11692,Al1 Ca1 H1 Si1,0.23973,0.23748,0.12975,0.00195,-0.00056,-0.00097
11726,Al3 Y1,0.03081,0.03081,0.03081,0.0,0.0,0.0
11762,Al3 V1,-0.01757,-0.01757,0.03947,0.0,0.0,0.0
11763,Al1 Y3,0.19786,0.19786,0.19786,0.0,0.0,0.0
11924,Al3 Yb1,-0.00468,-0.00468,-0.00468,0.0,0.0,0.0
12089,Al1 H1 Si1 Sr1,0.33035,0.33126,0.31586,-0.00116,0.00022,0.00039
12091,Al1 Ba1 H1 Si1,0.28227,0.28211,0.28011,-0.00025,0.0,9e-05
12092,Al1 Pt3,0.94592,0.94592,0.4825,0.0,0.0,0.0
12097,Al1 Cl3,0.89387,0.89338,0.34738,0.00045,-0.00127,-0.00267
12099,Al1 Mn2 V1,0.2853,0.2853,0.2853,0.0,0.0,0.0
12101,Al1 Mn2 V1,0.27555,0.27555,0.27555,0.0,0.0,0.0
12403,Al1 Mn3,0.22801,0.22801,0.22801,0.0,0.0,0.0
12494,Al1 Ba1 Ge1 H1,0.35928,0.35826,0.3288,-0.00098,-0.00016,0.00024
12553,Al1 Cu1 Se2,1.00366,1.00366,1.00366,0.0,0.0,0.0
12665,Al1 Au2 Ti1,0.58586,0.58586,0.58586,0.0,0.0,0.0
12701,Al1 Au2 Mn1,0.21946,0.21946,0.21946,0.0,0.0,0.0
12787,Al1 La1 O3,1.70306,1.70332,1.70359,0.0634,0.06367,0.06353
12788,Al3 Cu2,-0.18017,-0.19358,-0.11426,-0.01396,0.0055,-0.01001
12792,Al1 Nd1 O3,1.99781,1.8156,1.76917,0.16051,0.06629,0.11386
12815,Al1 Y1,0.19159,0.09919,0.09119,0.0,0.0,0.0
12894,Al1 Au2 Hf1,0.39778,0.39778,0.39778,0.0,0.0,0.0
12923,Al1 Ni2 V1,0.54799,0.54799,0.54799,0.0,0.0,0.0
12928,Al1 C1 Ti3,0.13835,0.13835,0.13835,0.0,0.0,0.0
12990,Al1 O3 Pr1,1.93935,1.82475,1.79567,0.10058,0.04144,0.0713
12992,Al4 Ca1,-0.00895,-0.00895,-0.03984,0.0,0.0,0.0
13055,Al1 Cu1 Te2,0.4875,0.4875,0.4875,0.0,0.0,0.0
13087,Al2 Ba1 Si2,-0.03516,-0.03516,0.12899,0.0,0.0,0.0
13109,Al1 La1 O3,1.73973,1.67903,1.66378,0.05278,0.02161,0.03735
13219,Al2 H2 Sr1,0.54339,0.5432,0.35577,0.00186,-0.00097,0.00421
13237,Al1 Au2 Sc1,0.36515,0.36515,0.36515,0.0,0.0,0.0
13248,Al1 Lu2 Si2,0.10529,0.0689,0.13481,0.0,0.0,0.0
13251,Al2 Ca1 Ga2,-0.21194,-0.21194,-0.21095,0.0,0.0,0.0
13289,Al2 Mg1 Si2,0.06265,0.06439,0.14664,-0.00151,0.00157,0.00271
13290,Al4 Sr1,0.01397,0.01397,0.17028,0.0,0.0,0.0
13303,Al2 Eu1 Si2,0.06169,0.06184,0.07416,-0.00013,-0.00056,-0.00097
13330,Al2 Li3,0.80779,0.80779,0.79472,0.0,0.0,0.0
13355,Al1 La1 O3,1.48589,1.48589,1.48589,0.0,0.0,0.0
13393,Al1 Er2 Si2,0.17091,-0.20346,0.21007,0.0,0.0,0.0
13459,Al2 Ca1 Si2,0.18861,0.18315,0.1344,0.0025,-0.00115,0.00066
13497,Al4 Eu1,-0.01837,-0.01837,0.02888,0.0,0.0,0.0
13498,Al1 B2 Cr2,0.25547,0.17061,0.21367,0.0,0.0,0.0
13517,Al3 Sc1,0.05912,0.05912,0.13453,0.0,0.0,0.0
13522,Al3 Ru2,0.04443,0.04665,0.11666,-0.00193,-0.00028,-0.00048
13527,Al3 Ni2,-0.05087,-0.05115,-0.18497,-0.0001,-0.00133,0.00227
13535,Al1 C1 Dy3,0.23418,0.23418,0.23418,0.0,0.0,0.0
13616,Al1 C1 Gd3,0.19183,0.19183,0.19183,0.0,0.0,0.0
13650,Al1 Si2 Y2,0.29724,-0.07099,0.23193,0.0,0.0,0.0
13681,Al2 La1 Zn2,-0.03915,-0.03915,0.55749,0.0,0.0,0.0
13683,Al1 Ho2 Si2,0.17314,-0.28136,0.18813,0.0,0.0,0.0
13690,Al1 C1 Tb3,0.21954,0.21954,0.21954,0.0,0.0,0.0
13732,Al2 Gd1 Si2,0.10857,0.10994,-0.18885,-0.00119,-0.00267,-0.00463
13745,Al1 C1 Ho3,0.21215,0.21215,0.21215,0.0,0.0,0.0
13790,Al1 Si2 Tm2,0.05334,0.02153,0.16994,0.0,0.0,0.0
13794,Al1 C1 Er3,0.24611,0.24611,0.24611,0.0,0.0,0.0
13800,Al1 C1 Y3,0.20771,0.20771,0.20771,0.0,0.0,0.0
13841,Al2 Si2 Sr1,0.12739,0.12858,0.1468,-0.00103,-0.00042,-0.00072
13871,Al1 C1 Sm3,0.234,0.234,0.234,0.0,0.0,0.0
13982,Al1 Zr1,0.13991,0.24438,0.23585,0.0,0.0,0.0
14024,Al2 Sm1 Zn2,0.40768,0.40768,0.5972,0.0,0.0,0.0
14110,Al2 Ga2 Yb1,0.4097,0.4097,0.15702,0.0,0.0,0.0
14160,Al1 Ni3,0.71811,0.71811,0.71811,0.0,0.0,0.0
14170,Al1 Ce1 O3,1.39779,1.39779,1.39779,0.0,0.0,0.0
14253,Al1 B2 Fe2,0.30852,0.34265,0.37064,0.0,0.0,0.0
14254,Al3 Pd2,0.84837,0.84818,1.12684,0.00091,-0.00043,0.00147
14377,Al1 C1 Pt3,0.14297,0.14297,0.14297,0.0,0.0,0.0
14402,Al1 C1 Ce3,0.15286,0.15286,0.15286,0.0,0.0,0.0
14422,Al1 C1 Mn3,0.18079,0.18079,0.18079,0.0,0.0,0.0
14434,Al1 Bi1 O3,2.12703,2.12703,2.12703,0.0,0.0,0.0
14453,Al4 Sm1,-0.05728,-0.05728,0.15997,0.0,0.0,0.0
14469,Al2 Pr1 Zn2,0.29184,0.29184,0.48289,0.0,0.0,0.0
14487,Al2 Eu1 Ga2,-0.04052,-0.04052,-0.20135,0.0,0.0,0.0
14573,Al1 C1 Tm3,0.10983,0.10983,0.10983,0.0,0.0,0.0
14645,Al1 C1 Pr3,0.2259,0.2259,0.2259,0.0,0.0,0.0
14669,Al3 Os2,0.47315,0.47315,0.55493,0.0,0.0,0.0
14725,Al2 Si2 Yb1,0.04702,0.04943,0.13801,-0.00209,0.00122,0.00212
14759,Al3 Pt2,0.13369,0.13315,0.32871,0.00047,-0.00066,-0.00115
14767,Al2 Ca1 Ge2,0.36246,0.36359,0.31633,-0.00098,-0.00026,-0.00044
15004,Al2 Ge2 Tb1,0.436,0.44101,-0.12762,-0.00434,-0.00216,-0.00374
15037,Al2 Ga2 Nd1,0.04841,0.04841,0.48317,0.0,0.0,0.0
15062,Al4 Ba1,-0.11506,-0.11506,0.13568,0.0,0.0,0.0
15159,Al2 Ba1 Ge2,0.14236,0.14236,0.03536,0.0,0.0,0.0
15265,Al2 Ge2 Yb1,-0.12867,-0.12101,0.00619,-0.00664,0.00311,0.00539
15342,Al2 Ga2 Pr1,0.17336,0.17336,0.30746,0.0,0.0,0.0
15456,Al2 Si2 Y1,0.16183,0.16441,-0.06153,-0.00223,-0.00255,-0.00442
15457,Al2 Dy1 Si2,0.07732,0.07895,-0.2216,-0.00141,-0.00292,-0.00505
15460,Al2 Ca1 Zn2,0.21185,0.21185,0.14305,0.0,0.0,0.0
15471,Al2 Ge2 La1,0.2683,0.27068,-0.11465,-0.00207,-0.00189,-0.00327
15479,Al2 C2 Mg1,0.3039,0.3056,0.18221,-0.00147,0.00033,0.00056
15496,Al2 Si2 Sm1,0.13744,0.13956,-0.1174,-0.00184,-0.00221,-0.00383
15497,Al2 Si2 Tb1,0.13835,0.14071,-0.16427,-0.00204,-0.00247,-0.00428
15572,Al2 Eu1 Ge2,0.24736,0.24211,0.3044,0.00444,-0.00136,-0.00133
15707,Al1 B2 Mn2,-0.05241,0.24534,0.14583,0.0,0.0,0.0
15722,Al1 Er2 Ni2,-0.92314,-1.58527,-0.68051,0.0,0.0,0.0
15747,Al2 Ge2 Nd1,0.17393,0.16597,-0.11136,-0.00598,0.00232,-0.00612
15749,Al1 Ce3 N1,0.56914,0.56914,0.56914,0.0,0.0,0.0
15773,Al2 Ce1 Zn2,0.52205,0.52205,0.59999,0.0,0.0,0.0
15838,Al1 C1 Nd3,0.23847,0.23847,0.23847,0.0,0.0,0.0
15859,Al4 La1,-0.00373,-0.00373,0.09339,0.0,0.0,0.0
15871,Al3 Tc2,0.10372,0.10198,0.0208,0.00151,-0.00174,-0.00302
15929,Al4 Nd1,-0.04644,-0.04644,0.04858,0.0,0.0,0.0
15970,Al4 Pr1,-0.04458,-0.04458,0.06602,0.0,0.0,0.0
16017,Al1 Si1 Y1,0.20412,0.16644,0.03008,0.0,0.0,0.0
16081,Al1 Th1,0.09143,0.02995,0.11248,0.0,0.0,0.0
16242,Al2 Ge2 Lu1,0.2831,0.28895,-0.31556,-0.00507,-0.00225,-0.00389
16264,Al1 Gd2 Ni2,1.04269,0.95992,0.85772,0.0,0.0,0.0
16357,Al2 Ge2 Y1,0.23109,0.22076,0.01451,-0.00883,0.00393,-0.00631
16377,Al1 Dy2 Ni2,0.87755,1.09043,0.94312,0.0,0.0,0.0
16437,Al1 Ni2 Tb2,0.5343,0.50446,0.33143,0.0,0.0,0.0
16449,Al1 Lu2 Ni2,0.05661,0.33104,0.19051,0.0,0.0,0.0
16459,Al1 Ni2 Tm2,-1.46639,-2.58674,-1.38995,0.0,0.0,0.0
16465,Al1 C1 La3,0.17846,0.17846,0.17846,0.0,0.0,0.0
16476,Al4 Ce1,-0.05933,-0.05933,0.05852,0.0,0.0,0.0
16529,Al2 Pr1 Si2,0.01999,0.01861,-0.1413,0.00119,-0.00425,-0.00735
16578,Al1 Pt1 Ti1,0.34117,0.34438,0.04829,0.0,0.0,0.0
16605,Al1 Hf2,0.53676,0.53676,0.44115,0.0,0.0,0.0
16704,Al1 Ge1 Mn1,0.20024,0.20024,-0.02349,0.0,0.0,0.0
17196,Al1 B1 Mo1,0.38077,0.17703,0.4851,0.0,0.0,0.0
17391,Al1 Ho2 Ni2,-0.14208,-0.34323,-0.16611,0.0,0.0,0.0
17418,Al1 F4 Tl1,3.33555,3.33555,2.77845,0.0,0.0,0.0
17466,Al3 Pd2 Sm1,0.52851,0.52994,0.87466,0.00124,0.0,0.0
17476,Al3 La1 Pd2,0.54613,0.54804,0.97044,0.00165,0.0,0.0
17504,Al1 Tm1 Zn1,0.24767,0.24166,0.5327,0.0,0.0,0.0
17533,Al1 Y1 Zn1,0.60454,0.61004,0.76493,0.0,0.0,0.0
17534,Al2 Ti1,0.14526,0.04019,0.02508,0.0,0.0,0.0
17541,Al2 Ce1 Pt3,0.70719,0.70827,0.43605,0.00094,0.0,0.0
17572,Al2 Gd1,0.07529,0.07529,0.07529,0.0,0.0,0.0
17621,Al2 Eu1,-0.01179,-0.01179,-0.01179,0.0,0.0,0.0
17644,Al1 Nd2 Ni2,0.89647,1.18958,0.77259,0.0,0.0,0.0
17650,Al2 Dy1,0.07431,0.07431,0.07431,0.0,0.0,0.0
17655,Al2 Er1,0.10872,0.10872,0.10872,0.0,0.0,0.0
17664,Al2 Cu1,0.34275,0.7554,0.90789,0.0,0.0,0.0
17678,Al3 Nd1 Pd2,0.65678,0.66013,0.82363,0.0029,0.0,0.0
17700,Al2 Lu1,0.0425,0.0425,0.0425,0.0,0.0,0.0
17720,Al2 Ho1,0.12639,0.12639,0.12639,0.0,0.0,0.0
17765,Al1 Er1 Zn1,0.21426,0.2083,0.59695,0.0,0.0,0.0
17774,Al1 As1 O4,3.1406,3.1406,3.88652,0.0,0.0,0.0
17784,Al1 O4 P1,2.71474,2.71474,3.88026,0.0,0.0,0.0
17800,Al2 La1,-0.0103,-0.0103,-0.0103,0.0,0.0,0.0
17804,Al1 Mn1 Pt1,0.40967,0.41679,0.17068,0.0,0.0,0.0
17905,Al1 Dy1 Zn1,0.24236,0.24715,0.5931,0.0,0.0,0.0
17924,Al3 Ni2 Th1,-0.14801,-0.14923,-0.10788,-0.00105,0.0,0.0
17948,Al3 Nd1 Ni2,-0.06106,-0.0646,-0.0371,-0.00307,0.0,0.0
17991,Al3 Gd1 Pd2,0.47694,0.47905,0.99445,0.00182,0.0,0.0
18221,Al1 Ni2 Pr2,0.48249,0.49626,0.30311,0.0,0.0,0.0
19209,Al2 U1,0.18072,0.18072,0.18072,0.0,0.0,0.0
19256,Al2 Ni3 Pr1,6.01387,6.01367,4.24012,-0.00018,0.0,0.0
19266,Al1 Ge1 Pr1,0.15334,0.15334,0.28734,0.0,0.0,0.0
19296,Al2 Nd1,0.02205,0.02205,0.02205,0.0,0.0,0.0
19377,Al1 Si1 Sm1,0.06156,0.06156,0.00132,0.0,0.0,0.0
19434,Al2 Sc1,0.17395,0.17395,0.17395,0.0,0.0,0.0
19456,Al1 Sc2,0.37535,0.3748,0.23883,0.0,0.0,0.0
19480,Al1 O4 P1,3.64327,3.13075,3.26007,0.0,0.0,-0.27669
19513,Al1 Ge1 La1,0.52674,0.52674,0.17323,0.0,0.0,0.0
19523,Al1 Ga1 Yb1,0.29644,0.29263,0.4289,0.0,0.0,0.0
19534,Al2 Pu1,0.6055,0.6055,0.6055,0.0,0.0,0.0
19536,Al1 Cl1 O1,1.37445,1.29553,0.96213,0.0,0.0,0.0
19580,Al1 Gd1 Zn1,0.28333,0.28744,0.49579,0.0,0.0,0.0
19617,Al2 Ru1,-0.04468,-0.24391,-0.13001,0.0,0.0,0.0
19620,Al2 B1 La1 Ru2,0.17928,0.17928,0.19076,0.0,0.0,0.0
19628,Al2 Sr1,0.24823,0.26189,0.0654,0.0,0.0,0.0
19630,Al2 Sr1,0.11223,0.11223,0.11223,0.0,0.0,0.0
19639,Al2 Sm1,0.00662,0.00662,0.00662,0.0,0.0,0.0
19677,Al2 Tb1,0.07696,0.07696,0.07696,0.0,0.0,0.0
19705,Al3 Ni2 Pr1,2.69558,2.69244,2.92922,-0.00272,0.0,0.0
19732,Ag3 Al2 La1,1.96932,1.96662,0.66222,-0.00234,0.0,0.0
19733,Al2 Tm1,0.02554,0.02554,0.02554,0.0,0.0,0.0
19735,Al1 F4 Na1,4.17593,4.17593,2.71834,0.0,0.0,0.0
19764,Al2 Cu1,0.87636,0.87636,0.61517,0.0,0.0,0.0
19850,Al1 Si1 Tm1,0.15282,0.07338,-0.07073,0.0,0.0,0.0
19896,Al2 Y1,0.10251,0.10251,0.10251,0.0,0.0,0.0
19902,Al1 Zr2,0.22344,0.21862,0.24092,0.0,0.0,0.0
19922,Al1 Ge1 Na1,0.65924,0.65924,0.85988,0.0,0.0,0.0
19934,Al2 Yb1,0.0433,0.0433,0.0433,0.0,0.0,0.0
19952,Al1 Na1 Si1,0.48447,0.48447,0.42067,0.0,0.0,0.0
20031,Al1 Ge1 Y1,0.18563,0.07337,0.02081,0.0,0.0,0.0
20069,Al1 F4 K1,4.34586,4.34586,3.70348,0.0,0.0,0.0
20143,Al2 Ca1,-0.02374,-0.02374,-0.02374,0.0,0.0,0.0
20174,Al3 Ce1 Ni2,2.72132,2.71791,2.44267,-0.00295,0.0,0.0
20222,Al1 Ge1 Sm1,0.29336,0.29336,0.43355,0.0,0.0,0.0
20257,Al2 Ce1,-0.02236,-0.02236,-0.02236,0.0,0.0,0.0
20320,Al2 Ba1,0.04791,0.04791,0.04791,0.0,0.0,0.0
20455,Al1 Th2,0.16917,0.16917,0.18748,0.0,0.0,0.0
21262,Al2 Pr1,0.0094,0.0094,0.0094,0.0,0.0,0.0
21340,Al2 S4 Zn1,0.54317,0.54317,0.43379,0.0,0.0,0.0
21355,Al4 Mo2 Yb1,0.11402,0.11402,0.07572,0.0,0.0,0.0
21357,Al2 Hg1 S4,0.41974,0.41974,0.34452,0.0,0.0,0.0
21364,Al2 Mg1 Se4,0.27417,0.27417,0.13851,0.0,0.0,0.0
21365,Al3 Zr4,0.39243,0.39265,0.70121,0.00019,0.0,0.0
21367,Al3 Si2 Tb2,0.08424,0.08232,0.05833,0.0,0.0,-0.04018
21371,Al2 Ba3 Sn2,0.39875,0.40071,0.541,0.0,0.0,0.0
21422,Al2 Cd1 Se4,0.67949,0.67949,0.69961,0.0,0.0,0.0
21461,Al1 Lu1 Si1,0.08837,0.13607,0.00746,0.0,0.0,0.0
21477,Al2 Ca3 Si2,0.05987,0.05534,0.03159,0.0,0.0,0.0
21496,Al2 Mg1 Se4,0.44613,0.44613,0.16113,0.0,0.0,0.0
21508,Al2 Mg1 S4,0.48743,0.48743,0.38373,0.0,0.0,0.0
21527,Al3 Dy2 Si2,0.0574,0.07575,0.13506,0.0,0.0,-0.02709
21570,Al3 Si2 Tm2,0.09246,0.06711,0.07276,0.0,0.0,-0.10213
21615,Al3 Er2 Si2,0.1134,0.08228,0.09474,0.0,0.0,-0.08008
21656,Al2 Si2 Sr3,0.24873,0.33152,0.29481,0.0,0.0,0.0
21702,Al3 Si2 Y2,0.30976,0.14999,0.12991,0.0,0.0,-0.01986
21913,Al2 Mg1 S4,0.37501,0.37501,0.36048,0.0,0.0,0.0
21948,Al2 Fe1 S4,0.40233,0.40233,0.90048,0.0,0.0,0.0
21976,Al2 Sn2 Sr3,0.56257,0.65866,0.5719,0.0,0.0,0.0
21980,Al3 Ho2 Si2,0.15008,0.0405,0.04642,0.0,0.0,-0.10579
