id,composition_id,o.sxx,o.syy,o.szz,o.sxy,o.syz,o.szx
70262,Al2 Gd1,0.10689,0.10689,0.10689,0.0,0.0,0.0
70268,Al2 Gd3,0.10706,0.10706,0.03069,0.0,0.0,0.0
70270,Al2 Gd1 Ni1,1.69329,2.44591,1.78304,0.0,0.0,0.0
70274,Al3 Hf1,-0.02389,-0.02389,0.06691,0.0,0.0,0.0
70280,Al3 Hf5,1.08874,1.08294,1.91724,-0.00502,0.0,0.0
70283,Al1 Hf1 Ni2,1.49238,1.49238,1.49238,0.0,0.0,0.0
70287,Al1 Hf1 Pd2,2.307,2.307,2.307,0.0,0.0,0.0
70293,Al1 Ho2,0.12735,0.15124,0.13536,-0.00129,0.0,0.0
70295,Al2 Ho1,-0.03575,-0.03575,-0.03575,0.0,0.0,0.0
70299,Al3 Ho1,0.03098,0.03098,0.03098,0.0,0.0,0.0
70303,Al2 Ho1 Ni1,1.23536,1.79516,1.21583,0.0,0.0,0.0
70309,Al4 Ho1 Ni1,0.90466,1.45697,1.59596,0.0,0.0,0.0
70311,Al1 Ir1,-0.03292,-0.03292,-0.03292,0.0,0.0,0.0
70315,Al3 Ir1,-0.21545,-0.21901,-0.35653,-0.00407,-0.00089,0.00024
70323,Al2 La1,-0.1107,-0.1107,-0.1107,0.0,0.0,0.0
70328,Al3 La1,0.00829,0.00559,0.49449,-0.00233,0.0,0.0
70333,Al4 La1,0.02354,0.02354,0.05659,0.0,0.0,0.0
70340,Al4 La1,0.67553,0.19623,0.30542,0.0,0.0,0.0
70344,Al11 La3,-0.11646,-0.00609,-0.10677,0.0,0.0,0.0
70346,Al2 Li3,1.58399,1.58399,1.60638,0.0,0.0,0.0
70350,Al3 Li1,0.33771,0.33771,0.33771,0.0,0.0,0.0
70356,Al4 Li9,4.53942,4.74434,8.34682,0.0,0.0,1.49132
70361,Al1 Lu1,0.04601,-0.03394,0.40255,0.0,0.0,0.0
70363,Al2 Lu1,-0.03601,-0.03601,-0.03601,0.0,0.0,0.0
70369,Al2 Lu3,0.2346,0.2346,0.0622,0.0,0.0,0.0
70371,Al3 Lu1,-0.01312,-0.01312,-0.01312,0.0,0.0,0.0
70377,Al4 Lu1 Ni1,0.36116,0.99973,1.35165,0.0,0.0,0.0
70381,Al30 Mg23,-0.75331,-0.75331,0.43281,0.0,0.0,0.0
70383,Al1 Mn1,0.54378,0.54378,0.49442,0.0,0.0,0.0
70389,Al6 Mn1,0.53223,0.34181,0.49601,0.0,0.0,0.0
70394,Al10 Mn3,2.7688,2.7688,2.05661,0.0,0.0,0.0
70396,Al1 Mn1 Ni2,2.42704,2.42704,2.42704,0.0,0.0,0.0
70400,Al1 Mn1 Pd2,1.56358,1.56358,1.56358,0.0,0.0,0.0
70404,Al1 Mn1 Pt1,0.94712,0.94633,0.68873,-0.00068,0.0,0.0
70409,Al1 Mn1 Pt2,0.61195,0.61195,0.61195,0.0,0.0,0.0
70413,Al1 Mn1 Rh2,0.39785,0.39785,0.39785,0.0,0.0,0.0
70417,Al1 Mn2 V1,0.91104,0.91104,0.91104,0.0,0.0,0.0
70423,Al8 Mn4 Y1,1.72926,1.72926,1.45823,0.0,0.0,0.0
70425,Al1 Mo3,0.24797,0.24797,0.24797,0.0,0.0,0.0
70431,Al4 Mo1,0.17964,0.07123,0.29047,0.0,0.0,0.08136
70435,Al8 Mo3,-0.51643,0.19058,0.6198,0.26226,-0.5118,0.21992
70439,Al12 Mo1,0.04024,0.04024,0.04024,0.0,0.0,0.0
70443,Al1 Nb2,2.60028,2.60028,2.11811,0.0,0.0,0.0
70445,Al1 Nb1 Ni2,1.44982,1.44982,1.44982,0.0,0.0,0.0
70449,Al2 Nd1,-0.03568,-0.03568,-0.03568,0.0,0.0,0.0
70453,Al3 Nd1,-0.25699,-0.26469,0.60926,-0.00667,0.0089,-0.01542
70457,Al3 Nd1 Ni2,0.95516,0.94404,1.05968,-0.00963,0.0,0.0
70461,Al1 Ni1,0.75682,0.75682,0.75682,0.0,0.0,0.0
70467,Al3 Ni1,1.84839,1.86164,1.88184,0.0,0.0,0.0
70469,Al3 Ni5,3.82258,3.72324,4.08747,0.0,0.0,0.0
70477,Al3 Ni2 Pr1,1.82447,1.81331,2.00307,-0.00967,0.0,0.0
70483,Al5 Ni2 Pr1,1.09242,1.34498,1.28607,0.0,0.0,0.0
70488,Al1 Ni2 Sc1,1.77817,1.77817,1.77817,0.0,0.0,0.0
70492,Al1 Ni2 Ta1,1.7447,1.7447,1.7447,0.0,0.0,0.0
70496,Al2 Ni1 Tb1,1.94483,2.59299,1.96858,0.0,0.0,0.0
70502,Al4 Ni1 Tb1,0.48931,1.03101,1.11319,0.0,0.0,0.0
70505,Al3 Ni2 Th1,1.4689,1.47002,1.49843,0.00097,0.0,0.0
70509,Al2 Ni1 Tm1,0.85105,1.23503,0.84894,0.0,0.0,0.0
70515,Al4 Ni1 Tm1,0.57144,1.14158,1.34836,0.0,0.0,0.0
70517,Al1 Ni4 U1,2.40336,2.40336,2.40336,0.0,0.0,0.0
70524,Al18 Ni5 U4,2.72898,2.12542,2.71364,0.0,0.0,0.04588
70526,Al1 Ni2 V1,0.93939,0.93939,0.93939,0.0,0.0,0.0
70530,Al2 Ni1 Y1,0.95771,1.46888,0.89766,0.0,0.0,0.0
70536,Al4 Ni1 Y1,0.30862,0.82811,1.00694,0.0,0.0,0.0
70539,Al1 Ni2 Zr1,1.55883,1.55883,1.55883,0.0,0.0,0.0
70544,Al5 Ni2 Zr1,1.23677,1.23677,1.25851,0.0,0.0,0.0
70550,Al2 Np1,-0.21347,-0.21347,-0.21347,0.0,0.0,0.0
70555,Al3 Np1,0.05127,0.05127,0.05127,0.0,0.0,0.0
70563,Al1 Sc1,0.15623,0.15623,0.15623,0.0,0.0,0.0
70567,Al1 Sc2,1.07746,1.0785,1.17172,0.0009,0.0,0.0
70571,Al2 Sc1,0.37569,0.37569,0.37569,0.0,0.0,0.0
70575,Al1 Sm1,0.02634,0.02634,0.02634,0.0,0.0,0.0
70579,Al1 Sm3,0.1156,0.1156,0.1156,0.0,0.0,0.0
70583,Al1 Os1,0.19353,0.19353,0.19353,0.0,0.0,0.0
70587,Al2 Os1,0.20181,0.20181,0.22573,0.0,0.0,0.0
70591,Al3 Os2,0.44175,0.44175,0.28627,0.0,0.0,0.0
70597,Al13 Os4,0.7836,0.73132,0.97706,0.0,0.0,-0.1516
70601,Al3 Os1 U2,0.52072,0.51285,0.48449,-0.00716,0.00039,-0.00087
70605,Al1 Pd1,14.39083,14.39083,14.77137,0.0,0.0,0.0
70607,Al1 Pd1,0.99716,0.99716,0.99716,0.0,0.0,0.0
70611,Al1 Pd1,4.30587,4.30587,4.30587,0.0,0.0,0.0
70617,Al1 Pd2,9.16035,9.21535,9.70703,0.0,0.0,0.0
70619,Al2 Pd1,1.21939,1.21939,1.21939,0.0,0.0,0.0
70623,Al3 Pd2,2.06551,2.07242,1.9991,0.00602,-0.00053,0.00138
70630,Al3 Pd5,11.97925,12.43992,11.90216,0.0,0.0,0.0
70633,Al1 Pd2 Sc1,2.5397,2.5397,2.5397,0.0,0.0,0.0
70637,Al1 Pd2 Zr1,2.45611,2.45611,2.45611,0.0,0.0,0.0
70641,Al1 Pr1,0.0395,0.0395,0.0395,0.0,0.0,0.0
70645,Al1 Pr3,-0.0325,-0.0325,-0.0325,0.0,0.0,0.0
70649,Al3 Pr1,0.04805,0.04805,0.04805,0.0,0.0,0.0
70653,Al1 Pt1,0.42166,0.42166,0.42166,0.0,0.0,0.0
70657,Al1 Pt1,1.89015,1.89015,1.89015,0.0,0.0,0.0
70663,Al1 Pt2,4.1451,4.01779,4.51783,0.0,0.0,0.0
70665,Al2 Pt1,0.43862,0.43862,0.43862,0.0,0.0,0.0
70669,Al3 Pt2,0.60018,0.60326,0.67287,0.00262,0.00219,-0.00354
70675,Al3 Pt2,1.44896,1.44504,2.75952,-0.0087,0.00933,-0.01206
70677,Al1 Pt2 Zr1,3.97768,3.98315,2.62958,0.00406,0.01233,-0.02125
70681,Al2 Pu1,0.20789,0.20789,0.20789,0.0,0.0,0.0
70688,Al3 Pu1,1.60672,1.62757,1.69881,0.00788,0.00611,-0.00023
70690,Al3 Pu1,0.30172,0.30172,0.30172,0.0,0.0,0.0
70696,Al3 Pu1,0.40693,0.40693,0.46539,0.0,0.0,0.0
70700,Al4 Pu1,0.77345,0.413,0.70089,0.0,0.0,0.0
70702,Al1 Re1,0.04582,0.04582,0.04582,0.0,0.0,0.0
70706,Al1 Re2,0.22903,0.22903,0.23166,0.0,0.0,0.0
70712,Al6 Re1,-0.21111,-0.32176,-0.25795,0.0,0.0,0.0
70714,Al1 Rh1,0.28124,0.28124,0.28124,0.0,0.0,0.0
70721,Al5 Rh2,2.57162,2.59422,2.4461,0.01957,0.0,0.0
70725,Al9 Rh2,0.72178,0.47936,0.76504,0.0,0.0,-0.00314
70727,Al2 Ru1,-0.11074,-0.08937,-0.11916,0.0,0.0,0.0
70733,Al6 Ru1,-0.22551,-0.07717,0.20529,0.0,0.0,0.0
70738,Al3 Ru1 Sc2,0.84244,0.84512,0.81446,0.00217,-0.00161,0.00268
70740,Al2 Sm1,0.04896,0.04896,0.04896,0.0,0.0,0.0
70744,Al2 Sr1,0.18467,0.16864,-0.06714,0.00023,-0.00068,0.00104
70748,Al2 Sr1,0.13644,0.13644,0.13644,0.0,0.0,0.0
70755,Al7 Sr8,2.17193,2.17193,2.17193,0.0,0.0,0.0
70759,Al1 Tb1,-0.13612,-0.19085,0.39072,0.0,0.0,0.0
70761,Al1 Tb3,-0.05419,-0.05419,-0.05419,0.0,0.0,0.0
70765,Al2 Tb1,0.12441,0.12441,0.12441,0.0,0.0,0.0
70772,Al3 Tb1,0.03517,0.03517,0.13698,0.0,0.0,0.0
70776,Al6 Tc1,0.24841,0.06109,0.30614,0.0,0.0,0.0
70780,Al12 Tc1,0.08492,0.08492,0.08492,0.0,0.0,0.0
70782,Al1 Th1,-0.01845,-0.14845,-0.1721,0.0,0.0,0.0
70786,Al1 Th2,-0.15091,-0.11175,-0.13588,0.01997,0.03209,-0.00482
70790,Al2 Th1,-0.14028,-0.14028,-0.14028,0.0,0.0,0.0
70797,Al2 Th3,-0.34132,-0.34132,-0.25434,0.0,0.0,0.0
70799,Al3 Th1,-0.11918,-0.12046,-0.20312,-0.00111,0.0,0.0
70805,Al7 Th2,0.11204,-0.17018,-0.13592,0.0,0.0,0.0
70807,Al1 Ti3,0.06487,0.09315,-0.05568,0.00562,0.0,0.0
70813,Al1 Tm1,-0.07177,-0.13447,0.50256,0.0,0.0,0.0
70815,Al2 Tm1,0.07559,0.07559,0.07559,0.0,0.0,0.0
70819,Al3 Tm1,-0.04499,-0.04499,-0.04499,0.0,0.0,0.0
70823,Al3 U1,0.04452,0.04452,0.04452,0.0,0.0,0.0
70827,Al1 V3,-0.18871,-0.18871,-0.18871,0.0,0.0,0.0
70831,Al3 V1,-0.1578,-0.1578,-0.1468,0.0,0.0,0.0
70837,Al4 W1,0.31741,0.17308,0.4555,0.0,0.0,0.08641
70841,Al5 W1,0.09651,0.09119,0.01501,-0.00461,0.0,0.0
70845,Al12 W1,0.07901,0.07901,0.07901,0.0,0.0,0.0
70847,Al1 Y1,0.2834,0.09154,0.02235,0.0,0.0,0.0
70851,Al1 Y1,-0.02263,-0.02263,-0.02263,0.0,0.0,0.0
70857,Al1 Y2,0.25451,0.25446,0.28242,0.0,0.0,0.0
70859,Al1 Y3,0.19037,0.19037,0.19037,0.0,0.0,0.0
70863,Al2 Y1,0.11512,0.11512,0.11512,0.0,0.0,0.0
70869,Al2 Y3,0.42635,0.42635,0.68417,0.0,0.0,0.0
70871,Al3 Y1,0.02728,0.02728,0.02728,0.0,0.0,0.0
70877,Al3 Y1,0.11533,0.11533,0.29418,0.0,0.0,0.0
70879,Al3 Y1,0.32729,0.32558,-0.02505,-0.00148,0.0,0.0
70883,Al2 Yb1,-0.0743,-0.0743,-0.0743,0.0,0.0,0.0
70887,Al3 Yb1,-0.00232,-0.00232,-0.00232,0.0,0.0,0.0
70891,Al1 Zr1,0.14877,0.12864,0.16346,0.0,0.0,0.0
70896,Al1 Zr2,-0.01718,-0.00912,0.44322,0.00698,0.0,0.0
70902,Al2 Zr3,1.31349,1.31349,0.59853,0.0,0.0,0.0
70906,Al3 Zr2,0.35967,0.34906,0.48967,0.0,0.0,0.0
70915,Al3 Zr5,1.63339,1.63543,-0.12343,0.00176,0.0,0.0
72751,Al1 Cu1 F6 K1,42.21914,45.23192,43.52241,0.0,0.0,0.0
72790,Al1 Cl7 Te1,12.43032,17.70976,11.94279,-0.45389,0.44265,-0.1911
72834,Al1 Cd1 Cl4,5.25118,3.72738,5.81059,-0.82276,0.36831,0.53068
73619,Al1 Gd1 O3,12.68171,12.2152,11.97812,0.0,0.0,0.0
73730,Al10 Ce1 Ru2,0.62909,0.02365,-0.02002,0.0,0.0,0.0
73798,Al1 Ce1 Ni1,1.03918,1.0351,1.2677,-0.00353,0.0,0.0
73913,Al2 Ca5 Sb6,-0.19234,0.10266,0.56549,0.0,0.0,0.0
73918,Al2 As4 Ca3,0.38846,0.30053,0.3646,0.0,0.0,-0.01355
74005,Al1 O4 V2,8.39561,8.39561,8.39561,0.0,0.0,0.0
74068,Al1 F4 K1,39.98743,39.70457,40.35775,-8e-05,9e-05,5.33993
74117,Al2 Hf3,1.45333,1.45333,0.8932,0.0,0.0,0.0
74324,Al2 As3 K3,0.3015,0.34018,0.47155,0.0,0.0,0.01675
74673,Al3 H3 O10 Si2,21.08457,22.36848,22.42976,0.27675,0.62325,-0.09083
74850,Al1 Pt1 U1,0.50476,0.51652,0.38536,0.01019,0.0,0.0
75021,Al1 Cl8 Nb1,6.37088,6.28293,6.82488,0.0,0.0,0.0
75034,Al2 Cd1 Cl8,7.79945,7.80641,8.0095,0.0,0.0,-0.08006
75042,Al2 Cl8 Mg1,6.4495,5.56619,5.83679,0.0,0.0,-0.01241
75251,Al1 Cl4 Ga1,6.37608,5.9005,6.42149,0.00012,0.0,-0.18565
75305,Al3 C3 Sc1,0.84254,0.85482,1.04477,0.01106,-0.00083,0.00026
75352,Al9 Sr5,0.41605,0.41605,0.0385,0.0,0.0,0.0
75433,Al1 Ba2 Nd1 O5,10.69551,10.90444,11.28947,0.09345,0.0,0.0
75453,Al1 Ba1 La1 O4,16.268,16.6092,16.60134,0.0,0.0,0.0
75673,Al7 Te10,0.44814,0.44814,-0.14332,0.0,0.0,0.0
75927,Al1 H4 K1 O14 P4,14.67242,14.8046,13.96593,-0.41562,-0.12657,-0.15892
76002,Al1 As2 Na3,5.29527,4.29536,5.05652,0.0,0.0,0.0
76303,Al9 Ca1 Ni1,0.14047,0.15673,0.17442,0.01408,0.0,0.0
76761,Al1 K1 Li4 O4,34.67858,33.66345,35.08889,-3e-05,0.00015,0.04409
77339,Al3 I1 Te3,0.34517,0.34408,0.48422,0.0,0.0,0.0
77393,Al1 Li1 O4 Si1,16.03141,18.5972,16.2142,0.0,0.0,0.53054
77694,Al3 C4 U2,0.48463,0.49123,0.52639,0.0054,0.0,0.0
77925,Al1 Ge1 Li1 O4,17.48077,17.48077,17.53908,0.0,0.0,0.0
78319,Al6 Ca4 O12 S1,11.72285,11.72285,11.72285,0.0,0.0,0.0
78323,Al6 O12 S1 Sr4,12.71007,12.71007,12.71007,0.0,0.0,0.0
78401,Al1 O4 Ta1,15.49455,15.74406,15.10718,0.0,0.0,0.0
78444,Al1 P1,-0.10176,0.55509,-0.17782,-0.42429,0.08966,-0.16588
78448,Al1 As1,-0.09212,-0.09344,-0.01158,-0.00114,0.0,0.0
78466,Al1 As1,-0.03562,-0.03562,-0.03562,0.00024,0.00024,0.00024
79006,Al6 F21 Na1 Rb2,37.66207,38.65656,35.23097,0.0,0.0,0.27142
79169,Al1 F3,9.33624,9.31067,11.50416,0.00254,0.08123,-0.00821
79203,Al1 H1 Li1 O5 P1,5.08486,5.86831,6.70238,0.30819,1.38376,-0.88082
79302,Al1 Ni1 U1,0.6724,0.47883,0.71612,-0.16763,0.0,0.0
80672,Al1 Ge1 Li3 O5,22.21027,21.738,21.65351,-0.0003,8e-05,-0.00072
80754,Al1 F7 Na2 Ni1,25.43726,26.33628,25.77578,0.0,0.0,0.0
81033,Al1 As2 O7 Rb1,15.52348,15.59116,15.53182,0.15568,-0.14819,-0.51407
81522,Al1 F6 Li1 Pd1,23.73267,23.72265,22.29296,-0.00868,0.04955,0.0286
81708,Al2 S3,2.43082,2.43082,2.38325,0.0,0.0,0.0
81770,Al1 Na3 P2,3.80755,3.27087,3.82731,0.0,0.0,0.0
81774,Al1 K2 Na1 P2,1.53646,1.57919,1.49253,0.0,0.0,0.0
81778,Al1 As2 K2 Na1,1.65462,1.75716,1.69164,0.0,0.0,0.0
82223,Al1 F5 Mn1,19.53039,17.32672,19.31629,0.0,0.0,0.0
82439,Al1 F6 Na3,10.79721,10.83024,10.75969,0.0,0.0,0.0
82563,Al2 H3 O9 P3,18.49432,18.53096,18.6037,0.0764,0.0,0.0
82794,Al1 Fe1 O5 P1,26.76225,24.86266,22.14639,0.0,0.0,-3.42297
82818,Al1 Mg1 O5 P1,21.50174,21.13878,21.42759,0.0,0.0,-0.08647
82873,Al2 N4 Sr3,10.26206,9.8794,10.63865,0.0,0.0,0.0
82937,Al1 Li1 O12 P4,54.1593,50.03233,47.66818,0.0,0.0,0.0
83113,Al1 O3 Rb3,6.6193,6.70378,6.51025,0.0,0.0,0.02378
83164,Al1 Si1 Te3,0.12839,0.12807,0.25483,-0.00047,0.00119,0.00043
83393,Al3 Si2 Y2,0.19665,0.13631,0.21194,0.0,0.0,-0.0057
83949,Al13 Cr4 Si4,-0.22407,-0.22407,-0.22407,0.0,0.0,0.0
84067,Al9 Mn3 Si1,5.11111,5.11111,3.32264,0.0,0.0,0.0
84114,Al1 Ge1 Y1,0.66947,0.56089,0.36235,0.0,0.0,0.0
84122,Al3 Ge2 Ni1 Y3,0.67447,0.67433,0.83104,0.0,0.0,0.0
84214,Al3 Ge4 La2,1.83192,1.58996,1.63513,0.0,0.0,0.0
84218,Al5 Ge8 Yb7,2.15955,1.45509,2.22401,0.0,0.0,0.13416
84741,Al1 Fe2 O4,8.36047,8.36047,8.36047,0.0,0.0,0.0
84823,Al1 C4 F4 H2 Na7 O12,27.3063,27.59295,25.73175,-0.11195,-0.59747,-0.55986
85007,Al1 K2 Li1 P2,1.19551,1.27086,1.18128,0.0,0.0,0.0
85617,Al1 F5 Fe1,9.65497,9.60996,9.98693,0.0,0.0,0.0
85761,Al6 Cd4 O12 S1,12.41403,12.41403,12.41403,0.0,0.0,0.0
85928,Al1 F6 Pd1 Rb1,35.30477,48.13758,44.06982,0.0,0.0,0.0
86013,Al2 Ge1 H2 O6,16.02707,16.91635,16.87111,0.00045,0.00927,0.48765
86209,Al2 Te5,0.11304,0.00403,0.03992,0.0,0.0,-0.08862
86246,Al1 Ge3 Y2,3.88149,3.24129,3.31099,0.0,0.0,0.0
86599,Al1 Na1 O2,8.55111,8.49922,8.68828,0.0,0.0,0.0
86633,Al1 Ni1 Pu1,0.48658,0.4888,0.96558,0.00193,0.0,0.0
86913,Al3 Fe1 Si2,1.25527,1.37181,0.08282,0.0,0.0,0.0
86919,Al1 As2 K1 O7,15.58449,15.33711,15.40335,-0.39424,0.19313,-0.21843
86951,Al1 F3 H2 O2 Pb1,13.67927,16.06785,15.71018,-0.22276,0.31022,0.25099
87024,Al1 F3,60.77351,60.77351,61.57111,0.0,0.0,0.0
87249,Al2 H4 O9 Si2,4.81281,4.61573,4.28951,0.13467,0.13462,0.00126
87271,Al2 O4 Pb1,9.05627,8.58869,8.98842,0.0,0.0,0.0
87628,Al1 Ca1 F6 Na1,31.21815,31.28313,27.304,0.07376,0.01563,-0.00237
87640,Al1 Cd1 F6 Na1,45.4998,47.37503,39.35575,0.0,0.0,0.0
87649,Al1 Ba1 F5,38.72283,33.39221,38.40447,0.0,0.0,-0.22706
87763,Al2 Ca1 H4 O10 Si2,22.18537,21.71977,21.89196,0.0,0.0,0.0
87795,Al1 Cs1 F6 Pd1,56.82654,64.23087,59.55418,0.0,0.0,0.0
88254,Al2 C3 Th2,1.39853,0.82533,0.83534,0.0,0.0,0.0
88256,Al4 C4 Th1,0.56041,0.56041,0.51773,0.0,0.0,0.0
88445,Al1 F5 H2 K2 O1,17.58497,20.29771,17.66062,0.0,0.0,0.70757
88447,Al1 F5 K2,8.04869,8.04869,9.16972,0.0,0.0,0.0
88829,Al3 H3 O10 Si2,22.05093,21.56159,22.53559,-0.24522,0.42204,0.59176
88839,Al2 O3,6.2422,6.15991,6.25487,0.0,0.0,-0.0416
88969,Al6 O12 Sr4 Te1,10.54143,10.54143,10.54143,0.0,0.0,0.0
88991,Al1 Ce1 Si2,0.05036,0.05602,0.24037,0.0,-0.0025,0.0
88997,Al4 Ce3 Si6,0.027,0.0311,0.07708,0.00616,0.00159,-0.00125
89043,Al1 Br3 N1 Se1,2.62379,3.11494,3.15162,0.00809,0.01197,-0.15717
89149,Al1 O3 Y1,12.19749,12.72226,12.22108,0.0,0.0,0.0
89247,Al2 Mg1 Se4,0.30204,0.30204,0.21735,0.0,0.0,0.0
89330,Al1 Br4 Cs1,3.00076,2.06282,2.94853,0.0,0.0,0.0
89334,Al1 K1 O4 Si1,8.58752,8.62137,8.5104,0.02932,-0.00083,-0.00048
89390,Al2 Cl1 H6 Li1 O6,13.62343,12.97437,11.48691,0.27975,0.0,0.0
89395,Al1 K1 O8 Si3,12.07546,10.53349,10.70232,1.29178,0.48205,-0.00391
89469,Al2 Fe3 Si3,2.93613,3.32787,3.03864,0.16298,-0.11999,-0.09507
89473,Al2 Fe3 Si4,3.09191,2.28216,2.65196,0.0,0.0,0.0
89963,Al2 O3,27.66928,28.44583,30.05005,0.0,0.0,0.00022
89978,Al1 O3 Tb1,12.05713,12.72804,12.30239,0.0,0.0,0.0
90045,Al1 H2 Na3 O9 P2,18.87145,19.79933,19.07607,0.0,0.0,-0.3704
90371,Al1 F6 Li3,62.72203,66.52465,61.86777,0.0,0.0,-2.84006
90571,Al1 H1 O4 Si1,16.35249,15.78149,16.4374,0.0,0.0,0.12415
90698,Al2 C2 Mg1,0.39094,0.39203,0.45271,0.0,0.00084,0.0
90704,Al2 O5 Si1,9.73963,11.28621,11.56307,0.0,0.0,0.96697
90708,Al2 O5 Si1,10.88794,9.55518,9.64703,0.0,0.0,0.0
91040,Al6 Cd4 O12 Te1,12.26968,12.26968,12.26968,0.0,0.0,0.0
91044,Al6 Ca4 O12 Te1,13.30028,13.30028,13.30028,0.0,0.0,0.0
91434,Al2 B2 Ca1 O7,15.02473,15.02473,14.58527,0.0,0.0,0.0
91614,Al3 C5 Zr2,2.54077,2.55274,3.40659,0.01036,0.0,0.0
91713,Al3 Ho2 Si2,0.04526,-0.0147,0.03279,0.0,0.0,-0.05409
91719,Al1 Ca1 F1 O4 Si1,12.39301,12.11901,12.32978,0.0,0.0,-0.01082
91875,Al3 Cl1 Ge3 Li4 O12,25.31031,25.31031,25.31031,0.0,0.0,0.0
91879,Al3 Br1 Ge3 Li4 O12,26.15374,26.15374,26.15374,0.0,0.0,0.0
91884,Al3 Ge3 I1 Li4 O12,27.92972,27.92972,27.92972,0.0,0.0,0.0
92539,Al1 H2 Li1 O7 Si2,21.99133,20.27138,20.02579,-0.13549,-0.26899,0.83648
92624,Al2 B2 O7 Sr1,7.17971,7.17948,7.11195,0.00016,0.00026,0.00017
92758,Al2 Si2 Y1,0.12575,0.1197,-0.04787,-0.00493,0.00434,-0.007
92762,Al2 Si2 Sm1,0.18861,0.1832,0.02423,-0.00373,0.0025,-0.0061
92766,Al2 Si2 Tb1,0.11275,0.11117,-0.13693,-0.00466,0.0042,-0.00651
92984,Al2 Ca2 O5,10.61144,9.89446,10.52718,0.0,0.0,0.0
93094,Al1 Ge1 Pr1,0.36288,0.36288,0.28135,0.0,0.0,0.0
93238,Al2 H2 Sr1,0.56954,0.57504,0.46183,0.0,-0.00385,0.0
93455,Al2 B2 O7 Sr1,14.82853,14.82852,13.20296,0.0,0.0,0.0
93623,Al2 N1 Ni1 Ti3,2.19886,2.19886,2.19886,0.0,0.0,0.0
93627,Al2 Ni1 O1 Ti3,3.28211,3.28211,3.28211,0.0,0.0,0.0
93662,Al1 As1 Cu1 O5,24.39887,22.28242,23.67766,-0.0008,5e-05,-0.52991
93670,Al1 O4 P1,28.1796,34.12643,34.06624,0.0,0.0,-0.0647
93718,Al1 N3 Ti4,3.14828,3.17652,3.46602,0.02435,-0.00021,0.0003
94136,Al3 Si2 Tb2,0.07122,0.0339,0.08247,0.0,0.0,-0.0104
94140,Al3 Dy2 Si2,0.04822,-0.01139,0.06077,0.0,0.0,-0.02526
94144,Al1 Si2 Y2,0.27012,-0.02081,0.27888,0.0,0.0,0.0
94148,Al1 Ho2 Si2,0.14928,-0.15103,0.19269,0.0,0.0,0.0
94152,Al1 Er2 Si2,0.01446,-0.28359,0.04424,0.0,0.0,0.0
94156,Al1 Si2 Tm2,0.01347,-0.15752,0.05786,0.0,0.0,0.0
94160,Al1 Lu2 Si2,-0.00467,-0.09472,0.02305,0.0,0.0,0.0
94166,Al1 Si2 Yb2,0.03153,0.03153,0.10819,0.0,0.0,0.0
94274,Al1 Li1 O4 Si1,25.1721,25.1721,24.88853,0.0,0.0,0.0
94581,Al2 B2 Na2 O7,10.15626,10.20531,10.62647,0.0663,-0.00734,0.00709
95154,Al1 La1 Si2,-0.03943,-0.01855,0.18406,0.0,0.00039,0.0
95235,Al1 Ba1 H5,4.5605,4.62086,4.61213,0.0,0.0,0.0
95576,Al1 Au1 O2,4.04151,4.04682,3.71375,0.00435,-0.0001,0.00013
95696,Al4 Ge2 Ni1 Tb2,0.76488,0.76488,0.8987,0.0,0.0,0.0
95703,Al1 Gd2 Ge2,0.65948,0.41332,0.40476,0.0,0.0,-0.07829
95873,Al1 Ca2 Mn1 O5,10.68437,10.03487,10.69827,0.0,0.0,0.0
96185,Al3 B4 O12 Yb1,11.85019,11.84766,13.98737,0.00022,0.02445,0.00025
96253,Al9 Fe1 Mg3 Si5,0.19995,0.20668,0.82112,0.00326,-0.02111,0.0371
96645,Al1 Li1 O4 Si1,17.41539,17.59693,18.01911,0.0,0.0,0.0
96904,Al2 Ba1 Ge2,2.02874,1.70396,1.7645,0.0,0.0,0.0
96906,Al2 Ba1 Ge2,0.72755,0.72755,0.82574,0.0,0.0,0.0
96936,Al1 B1 O4 Pb1,16.35733,17.44576,18.90192,0.0,0.0,0.0
97074,Al1 Li1 O6 Si2,10.27024,12.41163,10.96702,-0.40505,-0.6205,1.7051
97137,Al1 Ca1 O5 Ta1,20.73575,20.99557,21.65525,0.0,0.0,-0.08216
97156,Ag2 Al7 Gd3,2.03706,2.03706,1.71983,0.0,0.0,0.0
97180,Al1 H4 K1,1.83084,1.83084,1.85475,0.0,0.0,0.0
97228,Al1 Si1 Y1,0.21344,0.14563,0.14924,0.0,0.0,0.0
97239,Al8 Mn4 Sc1,1.72994,1.72994,1.25942,0.0,0.0,0.0
97566,Ag1 Al1 O2,8.55943,8.43959,8.89545,0.0,0.0,0.0
97790,Al2 Ca3 Si2,0.02022,0.03819,0.1071,0.0,0.0,0.0
97794,Al2 Si2 Sr3,0.16648,0.22352,0.25647,0.0,0.0,0.0
97798,Al2 Ba3 Si2,0.26999,0.07441,0.16904,0.0,0.0,0.0
97802,Al1 Se2 Tl1,2.45078,2.45078,2.18209,0.0,0.0,0.0
97812,Al1 C1 H2 Na1 O5,10.87335,11.21125,10.39142,0.0,0.0,0.0
97920,Al4 Cu2 O7,9.70725,9.70725,9.70725,0.0,0.0,0.0
